gem_id,gem_name,gem_slug,gem_price,query_primary,query_fallback,fk_name,fk_price,similarity,scorer,matched,cosine_ok,model_token_match,pack_match,form_match,gem_form,fk_form,gem_tokens,fk_tokens,gem_pack,fk_pack,decision,reason
26,hp High End Desktop Computer with Warranty 5 …,hp-280-g9-mt-i7-14700-dos-161pcie5,22500.0,hp 280 g9 mt i7 14700,hp 280 g9,HP 15 (2024) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0500AU / 15-fc0154AU...,55751.0,0.4568,embedding,NO,False,True,True,False,desktop,laptop,14700 161pcie5 280 4700 5 7 80 9 dos end g9 high i7 mt,024 11 12 15 2024 5 512 7320u core fc0154au fc0500au home quad ryzen windows,1,1,REJECT,cosine 0.457 < 0.6; form factor mismatch (gem=desktop vs fk=laptop)
26,hp High End Desktop Computer with Warranty 5 …,hp-280-g9-mt-i7-14700-dos-161pcie5,22500.0,hp 280 g9 mt i7 14700,hp 280 g9,HP 14 AI PC Intel Core Ultra 7 155H - (16 GB/512 GB SSD/Windows 11 Home) 14-ep1151TU/14-gr1036TU Thin ...,94900.0,0.4366,embedding,NO,False,False,True,False,desktop,laptop,14700 161pcie5 280 4700 5 7 80 9 dos end g9 high i7 mt,11 12 14 155h 16 4 512 6 ai core ep1151tu gr1036tu home thin ultra windows,1,1,REJECT,"cosine 0.437 < 0.6; no model token overlap ({'dos', 'end', '7', 'g9', '14700', '4700', '80', 'mt', 'high', '280', '9', '5', 'i7', '161pcie5'} vs {'4', 'ep1151tu', '16', '155h', '6', 'ultra', 'windows', 'gr1036tu', '512', 'ai', '11', 'core', 'thin', 'home', '14', '12'}); form factor mismatch (gem=desktop vs fk=laptop)"
26,hp High End Desktop Computer with Warranty 5 …,hp-280-g9-mt-i7-14700-dos-161pcie5,22500.0,hp 280 g9 mt i7 14700,hp 280 g9,HP HyperX Omen Intel Core i7 14th Gen 14650HX - (24 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA G...,157990.0,0.4273,embedding,NO,False,True,True,False,desktop,laptop,14700 161pcie5 280 4700 5 7 80 9 dos end g9 high i7 mt,11 14650hx 14th 24 4 7 core graphics home hyperx i7 omen windows,1,1,REJECT,cosine 0.427 < 0.6; form factor mismatch (gem=desktop vs fk=laptop)
27,hp Entry Level Desktop Computer with …,hp-280-g9-sff-i3-12100-win11p-32113,22242.0,hp 280 g9 sff i3 12100,hp 280 g9,HP 15 (i3 14th Gen) Intel Core 3 100U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd1253TU/ 15-fd1225TU Thi...,57990.0,0.6342,embedding,NO,True,True,True,False,desktop,laptop,12100 2100 2113 280 3 32113 80 9 entry g9 i3 level sff win11p,100u 11 12 14th 15 3 5 512 core fd1225tu fd1253tu home i3 thi windows,1,1,REJECT,form factor mismatch (gem=desktop vs fk=laptop)
27,hp Entry Level Desktop Computer with …,hp-280-g9-sff-i3-12100-win11p-32113,22242.0,hp 280 g9 sff i3 12100,hp 280 g9,HP Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 14s-dq5138tu Thin and Light Laptop,55800.0,0.5855,embedding,NO,False,True,True,False,desktop,laptop,12100 2100 2113 280 3 32113 80 9 entry g9 i3 level sff win11p,11 12 1215u 12th 14s 3 512 core dq5138tu home i3 light thin windows,1,1,REJECT,cosine 0.585 < 0.6; form factor mismatch (gem=desktop vs fk=laptop)
27,hp Entry Level Desktop Computer with …,hp-280-g9-sff-i3-12100-win11p-32113,22242.0,hp 280 g9 sff i3 12100,hp 280 g9,HP 15 (2025) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Pro) 15 Thin and Light Laptop,51499.0,0.5404,embedding,NO,False,False,True,False,desktop,laptop,12100 2100 2113 280 3 32113 80 9 entry g9 i3 level sff win11p,025 11 12 15 2025 5 512 7320u core light quad ryzen thin windows,1,1,REJECT,"cosine 0.540 < 0.6; no model token overlap ({'entry', 'g9', '3', '80', 'level', '280', '9', '12100', '32113', '2113', '2100', 'win11p', 'i3', 'sff'} vs {'025', 'windows', '7320u', '512', 'light', 'quad', 'ryzen', '11', 'core', '5', 'thin', '15', '2025', '12'}); form factor mismatch (gem=desktop vs fk=laptop)"
27,hp Entry Level Desktop Computer with …,hp-280-g9-sff-i3-12100-win11p-32113,22242.0,hp 280 g9 sff i3 12100,hp 280 g9,HP G10 AMD Ryzen 3 Quad Core 7320U - (16 GB/512 GB SSD/Windows 11 Home) 255 G10 Thin and Light Laptop,62990.0,0.5203,embedding,NO,False,False,True,False,desktop,laptop,12100 2100 2113 280 3 32113 80 9 entry g9 i3 level sff win11p,10 11 12 16 255 512 55 6 7320u core g10 home light quad ryzen thin windows,1,1,REJECT,"cosine 0.520 < 0.6; no model token overlap ({'entry', 'g9', '3', '80', 'level', '280', '9', '12100', '32113', '2113', '2100', 'win11p', 'i3', 'sff'} vs {'16', 'windows', '6', '7320u', '512', 'light', '255', 'quad', '11', 'core', 'thin', 'g10', 'home', '10', '55', 'ryzen', '12'}); form factor mismatch (gem=desktop vs fk=laptop)"
27,hp Entry Level Desktop Computer with …,hp-280-g9-sff-i3-12100-win11p-32113,22242.0,hp 280 g9 sff i3 12100,hp 280 g9,HP Laptop AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2212AU Thin and Light...,52990.0,0.4728,embedding,NO,False,False,True,False,desktop,laptop,12100 2100 2113 280 3 32113 80 9 entry g9 i3 level sff win11p,11 12 15s 512 5300u core eq2212au home light quad ryzen thin windows,1,1,REJECT,"cosine 0.473 < 0.6; no model token overlap ({'entry', 'g9', '3', '80', 'level', '280', '9', '12100', '32113', '2113', '2100', 'win11p', 'i3', 'sff'} vs {'windows', '512', 'eq2212au', 'light', 'quad', '15s', '11', 'core', 'thin', 'home', 'ryzen', '12', '5300u'}); form factor mismatch (gem=desktop vs fk=laptop)"
28,acer Entry Level Desktop Computer with …,core-i3-12100-h610-win-11-pro-16gb,22243.0,acer core i3 12100 h610,acer core i3,"Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/512 ... 15.6 Inch, Pure Silver, 1.7 Kg 4.3 (860)",53977.0,0.6578,embedding,NO,True,True,True,False,desktop,laptop,11 12100 16gb 2100 3 610 core entry h610 i3 level win,12 1215u 12th 15 3 5 512 60 860 aspire core i3 kg pure,1,1,REJECT,form factor mismatch (gem=desktop vs fk=laptop)
28,acer Entry Level Desktop Computer with …,core-i3-12100-h610-win-11-pro-16gb,22243.0,acer core i3 12100 h610,acer core i3,"Acer Aspire Lite Intel Core i3 12th Gen 1215U - (16 GB/... 15.6 Inch, Steel Grey, 1.59 Kg 4.1 (1,103)",51990.0,0.6553,embedding,NO,True,True,True,False,desktop,laptop,11 12100 16gb 2100 3 610 core entry h610 i3 level win,03 103 1215u 12th 15 16 3 5 59 6 9 aspire core i3 kg lite steel,1,1,REJECT,form factor mismatch (gem=desktop vs fk=laptop)
28,acer Entry Level Desktop Computer with …,core-i3-12100-h610-win-11-pro-16gb,22243.0,acer core i3 12100 h610,acer core i3,"Acer Aspire 3 Intel Core i5 13th Gen 1334U - (16 GB/512... 14 Inch, Steel Gray, 1.45 Kg 4.3 (1,735)",49990.0,0.6309,embedding,NO,True,True,True,False,desktop,laptop,11 12100 16gb 2100 3 610 core entry h610 i3 level win,12 1334u 13th 14 16 35 4 45 5 512 6 735 aspire core i5 kg steel,1,1,REJECT,form factor mismatch (gem=desktop vs fk=laptop)
30,Consistent Mid Level Desktop Computer with …,consistent-mid-level-desktop-computer,25000.0,consistent mid level desktop computer,consistent mid,"Consistent SSD 2.5 SATA 256 GB Desktop, Laptop, All in ... Interface: SATA III, Form Factor: 2.5 Inch 4.2 (309)",3751.0,0.4147,embedding,NO,False,True,True,True,desktop,,consistent level mid,09 256 309 56 all consistent factor form iii interface sata,1,1,REJECT,cosine 0.415 < 0.6
33,acer Entry Level Desktop Computer with …,veriton-m200-h610-mt,30200.0,acer veriton m200 h610 mt,acer veriton m200,KACA Edge To Edge Screen Guard for Acer ConceptD 5 CN51... Pack of 1,236.0,0.4014,embedding,NO,False,False,True,True,desktop,,200 610 entry h610 level m200 mt veriton,51 cn51 conceptd edge guard kaca screen,1,1,REJECT,"cosine 0.401 < 0.6; no model token overlap ({'entry', 'h610', 'veriton', '610', 'mt', 'level', 'm200', '200'} vs {'guard', '51', 'cn51', 'kaca', 'edge', 'screen', 'conceptd'})"
35,hp Entry Level Desktop Computer with …,hp-280-g9-mt-i3-12100-win11p-16512ssd3,32000.0,hp 280 g9 mt i3 12100,hp 280 g9,HP MSO 2024 Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0574TU / 15 - fd066...,50903.0,0.6141,embedding,NO,True,True,True,False,desktop,laptop,12100 16512ssd3 2100 280 3 80 9 entry g9 i3 level mt win11p,024 066 11 12 1315u 13th 15 16 2024 3 5 512 6 core fd0574tu fd066 home i3 mso windows,1,1,REJECT,form factor mismatch (gem=desktop vs fk=laptop)
35,hp Entry Level Desktop Computer with …,hp-280-g9-mt-i3-12100-win11p-16512ssd3,32000.0,hp 280 g9 mt i3 12100,hp 280 g9,HP 15 (i3 14th Gen) Intel Core 3 100U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd1253TU/ 15-fd1225TU Thi...,57990.0,0.6053,embedding,NO,True,True,True,False,desktop,laptop,12100 16512ssd3 2100 280 3 80 9 entry g9 i3 level mt win11p,100u 11 12 14th 15 3 5 512 core fd1225tu fd1253tu home i3 thi windows,1,1,REJECT,form factor mismatch (gem=desktop vs fk=laptop)
35,hp Entry Level Desktop Computer with …,hp-280-g9-mt-i3-12100-win11p-16512ssd3,32000.0,hp 280 g9 mt i3 12100,hp 280 g9,HP 15s Metal Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-hr0005TU Thin and Lig...,54990.0,0.5798,embedding,NO,False,True,True,False,desktop,laptop,12100 16512ssd3 2100 280 3 80 9 entry g9 i3 level mt win11p,11 12 1315u 13th 15 15s 3 5 512 core home hr0005tu i3 lig metal thin windows,1,1,REJECT,cosine 0.580 < 0.6; form factor mismatch (gem=desktop vs fk=laptop)
35,hp Entry Level Desktop Computer with …,hp-280-g9-mt-i3-12100-win11p-16512ssd3,32000.0,hp 280 g9 mt i3 12100,hp 280 g9,HP 15 Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0668TU Thin and Light Lap...,60741.0,0.566,embedding,NO,False,True,True,False,desktop,laptop,12100 16512ssd3 2100 280 3 80 9 entry g9 i3 level mt win11p,11 12 1315u 13th 15 16 3 5 512 6 core fd0668tu home i3 lap light thin windows,1,1,REJECT,cosine 0.566 < 0.6; form factor mismatch (gem=desktop vs fk=laptop)
35,hp Entry Level Desktop Computer with …,hp-280-g9-mt-i3-12100-win11p-16512ssd3,32000.0,hp 280 g9 mt i3 12100,hp 280 g9,HP M329dw LaserJet Pro MFP Multi-function WiFi Monochrome Laser Printer,31831.0,0.2999,embedding,NO,False,False,True,True,desktop,,12100 16512ssd3 2100 280 3 80 9 entry g9 i3 level mt win11p,function laserjet m329dw mfp monochrome multi wifi,1,1,REJECT,"cosine 0.300 < 0.6; no model token overlap ({'entry', 'g9', '3', '80', 'mt', '16512ssd3', 'level', '280', '9', '12100', '2100', 'i3', 'win11p'} vs {'mfp', 'function', 'monochrome', 'laserjet', 'm329dw', 'multi', 'wifi'})"
36,acer Entry Level Desktop Computer with …,m200-h610-mt,33999.0,acer m200 h610 mt,acer m200 h610,"Guardpad Screen Guard for Acer SP714-51-M24B (Clear,1) ... Pack of 1",236.0,0.2299,embedding,NO,False,False,True,False,desktop,laptop,200 610 entry h610 level m200 mt,1 51 714 clear guard guardpad m24b screen sp714,1,1,REJECT,"cosine 0.230 < 0.6; no model token overlap ({'entry', 'h610', '610', 'mt', 'level', 'm200', '200'} vs {'guard', '51', 'screen', 'clear', 'sp714', '714', 'guardpad', 'm24b', '1'}); form factor mismatch (gem=desktop vs fk=laptop)"
